Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Substance use disorders],[Tariff regime (status)],[Severity of price levels],[Sex],[Deviation Level],[Mountain Elevation],[Parliamentary committees],[Mode of transportation],[Fiscal intervention stage],[Type of support],[Type of speed],[Policy instruments],[Policy Domains],[Counterpart],[Type of skill],[Education level],[Type of waste treatment],[Location],[Food Waste Sector],[Name of international agreement],[Reporting Type],[Freq],[Type of product],[Cause of death],[Report Ordinal],[Type of facilities],[Government_Name],[Observation Status],[Type of occupation],[Type of mobile technology],[Name of non-communicable disease],[Grounds of discrimination],[Units],[Level/Status],[Age],[Disability status],[Frequency of Chlorophyll-a concentration],[Activity],[Nature],[Sampling Stations],[Cities],[Level of requirement],[Quantile],[IHR Capacity],[Hazard type],[Migratory status],[Name of international institution]
"2","2.1","2.1.2","AG_PRD_FIESMSN","Total population in moderate or severe food insecurity (thousands of people)","360","Indonesia","2018","3500.3","2017-19","","3938.1","3062.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2017-2019","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESMSN","Total population in moderate or severe food insecurity (thousands of people)","360","Indonesia","2018","1865.1","2017-19","","1916.6","1813.7","","National Entity","","The observation value represents the 3-year average of the period 2017-2019","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESMSN","Total population in moderate or severe food insecurity (thousands of people)","360","Indonesia","2018","3057.9","2017-19","","3507.2","2608.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2017-2019","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESMSN","Total population in moderate or severe food insecurity (thousands of people)","360","Indonesia","2019","3734.0","2018-20","","4193.0","3275.0","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2018-2020","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESMSN","Total population in moderate or severe food insecurity (thousands of people)","360","Indonesia","2019","1677.8","2018-20","","1727.8","1627.8","","National Entity","","The observation value represents the 3-year average of the period 2018-2020","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESMSN","Total population in moderate or severe food insecurity (thousands of people)","360","Indonesia","2019","3983.4","2018-20","","4433.3","3533.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2018-2020","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2015","10.5","2014-16","","14.1","6.9","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2014-2016","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2015","8.1","2014-16","","10.7","5.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2014-2016","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2015","0.7","2014-16","","0.8","0.6","","National Entity","","The observation value represents the 3-year average of the period 2014-2016","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2016","0.9","2015-17","","0.9","0.8","","National Entity","","The observation value represents the 3-year average of the period 2015-2017","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2016","9.2","2015-17","","11.8","6.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2015-2017","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2016","11.2","2015-17","","14.5","7.8","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2015-2017","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2017","12.7","2016-18","","15.7","9.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2016-2018","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2017","11.0","2016-18","","13.7","8.2","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2016-2018","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2017","0.9","2016-18","","1.0","0.8","","National Entity","","The observation value represents the 3-year average of the period 2016-2018","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2018","0.8","2017-19","","0.9","0.8","","National Entity","","The observation value represents the 3-year average of the period 2017-2019","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2018","11.9","2017-19","","14.5","9.3","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2017-2019","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2018","14.1","2017-19","","17.0","11.2","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2017-2019","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2019","17.2","2018-20","","20.4","14.1","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2018-2020","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2019","14.9","2018-20","","17.9","11.9","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2018-2020","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESS","Prevalence of severe food insecurity in the adult population (%)","360","Indonesia","2019","0.7","2018-20","","0.8","0.7","","National Entity","","The observation value represents the 3-year average of the period 2018-2020","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","PERCENT","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2015","763.1","2014-16","","1000.5","525.8","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2014-2016","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2015","175.5","2014-16","","193.8","157.3","","National Entity","","The observation value represents the 3-year average of the period 2014-2016","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2015","983.3","2014-16","","1322.3","644.4","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2014-2016","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2016","1062.0","2015-17","","1379.3","744.8","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2015-2017","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2016","229.0","2015-17","","247.6","210.5","","National Entity","","The observation value represents the 3-year average of the period 2015-2017","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2016","875.9","2015-17","","1126.0","625.9","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2015-2017","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2017","1060.6","2016-18","","1323.9","797.2","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2016-2018","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2017","240.1","2016-18","","257.7","222.5","","National Entity","","The observation value represents the 3-year average of the period 2016-2018","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2017","1225.4","2016-18","","1521.6","929.3","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2016-2018","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2018","1390.8","2017-19","","1675.5","1106.1","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2017-2019","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2018","222.7","2017-19","","239.3","206.0","","National Entity","","The observation value represents the 3-year average of the period 2017-2019","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2018","1166.7","2017-19","","1422.7","910.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2017-2019","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2019","1488.0","2018-20","","1789.6","1186.5","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2018-2020","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2019","192.7","2018-20","","208.3","177.1","","National Entity","","The observation value represents the 3-year average of the period 2018-2020","","","","BOTHSEX","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","ALLAGE","","","","CA","","","","","","","",""
"2","2.1","2.1.2","AG_PRD_FIESSN","Total population in severe food insecurity (thousands of people)","360","Indonesia","2019","1723.1","2018-20","","2037.6","1408.6","","Food and Agriculture Organization of the United Nations (FAO)","","The observation value represents the 3-year average of the period 2018-2020","","","","MALE","","","","","","","","","","","","","","","","","G","","","","","","","A","","","","","NUM_TH","","15+","","","","G","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2012","23.4","2011-2013","","","","","FAO, Statistics Division","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2013","21.0","2012-2014","","","","","FAO, Statistics Division","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2014","19.6","2013-2015","","","","","FAO, Statistics Division","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2015","18.2","2014-2016","","","","","FAO, Statistics Division","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2016","17.7","2015-2017","","","","","FAO, Statistics Division","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2017","16.8","2016-2018","","","","","FAO, Statistics Division","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2018","17.2","2017-2019","","","","","FAO, Statistics Division","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2019","17.6","2018-2020","","","","","FAO, Statistics Division","","Estimates are based on projected values","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_M","","","","","","E","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNT","Proportion of children moderately or severely stunted (%)","360","Indonesia","2013","36.4","2013 (2013)","","NaN","NaN","","National report on basic health research, RISKESDAS, 2013. Jakarta, Indonesia, 2014",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PER_POP_U5","","<5Y","","","","CA","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNT","Proportion of children moderately or severely stunted (%)","360","Indonesia","2018","30.8","2018 (2018)","","NaN","NaN","","National report on basic health research, RISKESDAS, 2018. Jakarta, Indonesia,",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PER_POP_U5","","<5Y","","","","C","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2012","8094.2","2012","","8546.1","7654.0","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2013","8077.2","2013","","8545.9","7621.4","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2014","8068.6","2014","","8571.0","7581.4","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2015","8024.6","2015","","8575.3","7492.6","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2016","8068.8","2016","","8688.7","7472.6","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2017","7992.9","2017","","8683.4","7332.2","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2018","7840.4","2018","","8599.8","7117.8","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2019","7668.0","2019","","8495.4","6885.2","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.1","SH_STA_STNTN","Children moderately or severely stunted (thousands)","360","Indonesia","2020","7526.1","2020","","8423.2","6682.7","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","","The estimates for the year 2020 do not account for the full impact of COVID-19.  Household survey data on child height and age were not collected in 2020 due to physical distancing policies. One of the covariates used in the country model takes the impact of COVID-19 partially into account. ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SH_STA_WAST","Proportion of children moderately or severely wasted (%)","360","Indonesia","2013","13.5","2013 (2013)","","NaN","NaN","","National report on basic health research, RISKESDAS, 2013. Jakarta, Indonesia, 2014",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PER_POP_U5","","<5Y","","","","CA","","","","","","","",""
"2","2.2","2.2.2","SH_STA_WAST","Proportion of children moderately or severely wasted (%)","360","Indonesia","2018","10.2","2018 (2018)","","NaN","NaN","","National report on basic health research, RISKESDAS, 2018. Jakarta, Indonesia,",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PER_POP_U5","","<5Y","","","","C","","","","","","","",""
"2","2.2","2.2.2","SH_STA_WASTN","Children moderately or severely wasted (thousands)","360","Indonesia","2013","3228.3","2013 (2013)","","NaN","NaN","","National report on basic health research, RISKESDAS, 2013. Jakarta, Indonesia, 2014",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","CA","","","","","","","",""
"2","2.2","2.2.2","SH_STA_WASTN","Children moderately or severely wasted (thousands)","360","Indonesia","2018","2483.7","2018 (2018)","","NaN","NaN","","National report on basic health research, RISKESDAS, 2018. Jakarta, Indonesia,",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","C","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGT","Proportion of children moderately or severely overweight (%)","360","Indonesia","2013","11.5","2013 (2013)","","NaN","NaN","","National report on basic health research, RISKESDAS, 2013. Jakarta, Indonesia, 2014",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PER_POP_U5","","<5Y","","","","CA","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGT","Proportion of children moderately or severely overweight (%)","360","Indonesia","2018","8.0","2018 (2018)","","8.3","7.8","","National report on basic health research, RISKESDAS, 2018. Jakarta, Indonesia,",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PER_POP_U5","","<5Y","","","","C","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2012","1917.6","2012","","2328.1","1574.0","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2013","2064.8","2013","","2529.0","1679.0","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2014","2206.6","2014","","2730.6","1774.9","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2015","2329.5","2015","","2916.6","1850.4","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2016","2467.5","2016","","3130.3","1932.5","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2017","2552.9","2017","","3286.7","1967.9","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2018","2596.3","2018","","3397.9","1966.0","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2019","2619.1","2019","","3491.6","1944.0","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""," ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.2","SN_STA_OVWGTN","Children moderately or severely overweight (thousands)","360","Indonesia","2020","2635.2","2020","","3587.0","1911.9","","Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","","The estimates for the year 2020 do not account for the full impact of COVID-19.  Household survey data on child height and age were not collected in 2020 due to physical distancing policies. One of the covariates used in the country model takes the impact of COVID-19 partially into account. ","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","NUM_TH","","<5Y","","","","M","","","","","","","",""
"2","2.2","2.2.3","SH_STA_ANEM","Proportion of women aged 15-49 years with anaemia (%)","360","Indonesia","2012","27.0","2012","","33.4","21.5","","WHO Global Health Observatory (https://www.who.int/data/gho/)","","","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PERCENT","","15-49","","","","E","","","","","","","",""
"2","2.2","2.2.3","SH_STA_ANEM","Proportion of women aged 15-49 years with anaemia (%)","360","Indonesia","2013","27.2","2013","","33.6","21.7","","WHO Global Health Observatory (https://www.who.int/data/gho/)","","","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PERCENT","","15-49","","","","E","","","","","","","",""
"2","2.2","2.2.3","SH_STA_ANEM","Proportion of women aged 15-49 years with anaemia (%)","360","Indonesia","2014","27.6","2014","","34.3","21.8","","WHO Global Health Observatory (https://www.who.int/data/gho/)","","","","","","FEMALE","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","PERCENT","","15-49","","","","E","","","","","","","",""
