,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Substance use disorders],[Tariff regime (status)],[Severity of price levels],[Sex],[Deviation Level],[Mountain Elevation],[Parliamentary committees],[Mode of transportation],[Fiscal intervention stage],[Type of support],[Type of speed],[Policy instruments],[Policy Domains],[Counterpart],[Type of skill],[Education level],[Type of waste treatment],[Location],[Food Waste Sector],[Name of international agreement],[Reporting Type],[Freq],[Type of product],[Cause of death],[Report Ordinal],[Type of facilities],[Government_Name],[Observation Status],[Type of occupation],[Type of mobile technology],[Name of non-communicable disease],[Grounds of discrimination],[Units],[Level/Status],[Age],[Disability status],[Frequency of Chlorophyll-a concentration],[Activity],[Nature],[Sampling Stations],[Cities],[Level of requirement],[Quantile],[IHR Capacity],[Hazard type],[Migratory status],[Name of international institution]
243,1.0,1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",360.0,Indonesia,2019.0,29509.15,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
244,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2012.0,0.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
245,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2013.0,0.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
246,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2014.0,0.0,2014,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
247,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2015.0,0.0,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
248,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2016.0,0.0,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
249,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2017.0,0.0,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
250,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2018.0,0.0,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
251,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360.0,Indonesia,2019.0,0.825,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
252,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),360.0,Indonesia,2012.0,0.0642,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
253,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),360.0,Indonesia,2013.0,0.054470000000000005,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
254,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),360.0,Indonesia,2016.0,0.02918,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
255,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),360.0,Indonesia,2017.0,0.08755,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
256,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),360.0,Indonesia,2018.0,0.05058,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
257,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),360.0,Indonesia,2019.0,0.017509999999999998,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
258,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),360.0,Indonesia,2012.0,33.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
259,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),360.0,Indonesia,2013.0,28.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
260,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),360.0,Indonesia,2016.0,15.0,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
261,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),360.0,Indonesia,2017.0,45.0,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
262,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),360.0,Indonesia,2018.0,26.0,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
263,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),360.0,Indonesia,2019.0,9.0,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
264,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2012.0,514.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
265,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2013.0,514.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
266,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2014.0,514.0,2014,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
267,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2015.0,514.0,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
268,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2016.0,514.0,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
269,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2017.0,514.0,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
270,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2018.0,514.0,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
271,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),360.0,Indonesia,2019.0,514.0,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
272,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2012.0,0.00098,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
273,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2013.0,0.000771,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
274,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2014.0,0.0011539999999999999,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
275,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2015.0,0.00162,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
276,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2016.0,0.0010429999999999999,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
277,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2017.0,0.000484,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
278,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2018.0,0.00041600000000000003,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
279,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),360.0,Indonesia,2019.0,0.0011480000000000001,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
280,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2012.0,900280012.28,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
281,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2013.0,704391153.609,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
282,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2014.0,980674664.035,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
283,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2015.0,1350175672.3455,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
284,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2016.0,736934403.07025,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
285,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2017.0,491251258.85,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
286,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2018.0,432797245.7875,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
287,1.0,1.5,1.5.2,VC_DSR_AGLH,Direct agriculture loss attributed to disasters (current United States dollars),360.0,Indonesia,2019.0,434089147.5305,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
288,1.0,1.5,1.5.2,VC_DSR_HOLH,Direct economic loss in the housing sector attributed to disasters (current United States dollars),360.0,Indonesia,2019.0,808756350.0,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
289,1.0,1.5,1.5.2,VC_DSR_CILN,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),360.0,Indonesia,2015.0,44552970.0,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
290,1.0,1.5,1.5.2,VC_DSR_CILN,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),360.0,Indonesia,2016.0,227554305.0,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
291,1.0,1.5,1.5.2,VC_DSR_CILN,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),360.0,Indonesia,2019.0,42201472.5,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CU_USD,,,,,,C,,,,,,,,
292,1.0,1.a,1.a.2,SD_XPD_ESED,"Proportion of total government spending on essential services, education (%)",360.0,Indonesia,2012.0,18.09042,2012,,,,,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
293,1.0,1.a,1.a.2,SD_XPD_ESED,"Proportion of total government spending on essential services, education (%)",360.0,Indonesia,2013.0,17.60393,2013,,,,,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
294,1.0,1.a,1.a.2,SD_XPD_ESED,"Proportion of total government spending on essential services, education (%)",360.0,Indonesia,2014.0,17.67152,2014,,,,,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
295,1.0,1.a,1.a.2,SD_XPD_ESED,"Proportion of total government spending on essential services, education (%)",360.0,Indonesia,2015.0,20.5033,2015,,,,,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
304,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2012.0,9.4,2011-2013,,,,,"FAO, Statistics Division",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
305,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2013.0,8.3,2012-2014,,,,,"FAO, Statistics Division",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
306,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2014.0,7.7,2013-2015,,,,,"FAO, Statistics Division",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
307,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2015.0,7.0,2014-2016,,,,,"FAO, Statistics Division",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
308,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2016.0,6.8,2015-2017,,,,,"FAO, Statistics Division",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
309,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2017.0,6.4,2016-2018,,,,,"FAO, Statistics Division",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
310,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2018.0,6.4,2017-2019,,,,,"FAO, Statistics Division",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
311,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),360.0,Indonesia,2019.0,6.5,2018-2020,,,,,"FAO, Statistics Division",,Estimates are based on projected values,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
313,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),360.0,Indonesia,2015.0,6.0,2014-16,,6.2,5.8,,National Entity,,The observation value represents the 3-year average of the period 2014-2016,,,,BOTHSEX,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,ALLAGE,,,,CA,,,,,,,,
316,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),360.0,Indonesia,2016.0,7.3,2015-17,,7.5,7.0,,National Entity,,The observation value represents the 3-year average of the period 2015-2017,,,,BOTHSEX,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,ALLAGE,,,,CA,,,,,,,,
319,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),360.0,Indonesia,2017.0,7.6,2016-18,,7.8,7.4,,National Entity,,The observation value represents the 3-year average of the period 2016-2018,,,,BOTHSEX,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,ALLAGE,,,,CA,,,,,,,,
322,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),360.0,Indonesia,2018.0,7.0,2017-19,,7.2,6.8,,National Entity,,The observation value represents the 3-year average of the period 2017-2019,,,,BOTHSEX,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,ALLAGE,,,,CA,,,,,,,,
325,2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the adult population (%),360.0,Indonesia,2019.0,6.2,2018-20,,6.4,6.0,,National Entity,,The observation value represents the 3-year average of the period 2018-2020,,,,BOTHSEX,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,ALLAGE,,,,CA,,,,,,,,
328,2.0,2.1,2.1.2,AG_PRD_FIESMSN,Total population in moderate or severe food insecurity (thousands of people),360.0,Indonesia,2015.0,1548.7,2014-16,,1609.1,1488.2,,National Entity,,The observation value represents the 3-year average of the period 2014-2016,,,,BOTHSEX,,,,,,,,,,,,,,,,,G,,,,,,,A,,,,,NUM_TH,,ALLAGE,,,,CA,,,,,,,,
