,UniqueID,Goal,Target,Indicator,SeriesCode,SeriesDescription,Source,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,
416,SE_AGP_CPRA         PRIMAR RURAL             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98756,,,,,
417,SE_AGP_CPRA         PRIMAR RURAL             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.02979,,,,,
418,SE_AGP_CPRA         PRIMAR URBAN             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.06829,,,,,
419,SE_AGP_CPRA         PRIMAR URBAN             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.01242,,,,,
420,SE_AGP_CPRA         PRIMAR URBAN             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.01095,,,,,
421,SE_AGP_CPRA         PRIMAR URBAN             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00954,,,,,
422,SE_AGP_CPRA         PRIMAR URBAN             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99681,,,,,
423,SE_AGP_CPRA         PRIMAR URBAN             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.01154,,,,,
424,SE_AGP_CPRA         UPPSEC ALLAREA             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.0478,,,,,
425,SE_AGP_CPRA         UPPSEC ALLAREA             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.91628,,,,,
426,SE_AGP_CPRA         UPPSEC ALLAREA             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.93444,,,,,
427,SE_AGP_CPRA         UPPSEC ALLAREA             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.9543,,,,,
428,SE_AGP_CPRA         UPPSEC ALLAREA             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.97682,,,,,
429,SE_AGP_CPRA         UPPSEC ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level","Indonesia DHS 2012. World Inequality Database on Education (WIDE), June 2019. Data extracted on 13 April 2021.",0.94779,,,,,,,,,,
430,SE_AGP_CPRA         UPPSEC ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98597,,,,,
431,SE_AGP_CPRA         UPPSEC RURAL             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.04072,,,,,
432,SE_AGP_CPRA         UPPSEC RURAL             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.02002,,,,,
433,SE_AGP_CPRA         UPPSEC RURAL             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.03217,,,,,
434,SE_AGP_CPRA         UPPSEC RURAL             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.95372,,,,,
435,SE_AGP_CPRA         UPPSEC RURAL             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.03884,,,,,
436,SE_AGP_CPRA         UPPSEC RURAL             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.03762,,,,,
437,SE_AGP_CPRA         UPPSEC URBAN             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.10834,,,,,
438,SE_AGP_CPRA         UPPSEC URBAN             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.80644,,,,,
439,SE_AGP_CPRA         UPPSEC URBAN             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.88289,,,,,
440,SE_AGP_CPRA         UPPSEC URBAN             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.95471,,,,,
441,SE_AGP_CPRA         UPPSEC URBAN             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.96063,,,,,
442,SE_AGP_CPRA         UPPSEC URBAN             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.95845,,,,,
443,SE_ALP_CPLR BOTHSEX        LOWSEC              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.92846,,,,,
444,SE_ALP_CPLR BOTHSEX        LOWSEC              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.9722,,,,,
445,SE_ALP_CPLR BOTHSEX        LOWSEC              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.96708,,,,,
446,SE_ALP_CPLR BOTHSEX        LOWSEC              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00538,,,,,
447,SE_ALP_CPLR BOTHSEX        LOWSEC              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00191,,,,,
448,SE_ALP_CPLR BOTHSEX        LOWSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level","Indonesia DHS 2012. World Inequality Database on Education (WIDE), June 2019. Data extracted on 13 April 2021.",0.77472,,,,,,,,,,
449,SE_ALP_CPLR BOTHSEX        LOWSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.88949,,,,,
450,SE_ALP_CPLR BOTHSEX        PRIMAR              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98569,,,,,
451,SE_ALP_CPLR BOTHSEX        PRIMAR              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98948,,,,,
452,SE_ALP_CPLR BOTHSEX        PRIMAR              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99897,,,,,
453,SE_ALP_CPLR BOTHSEX        PRIMAR              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99228,,,,,
454,SE_ALP_CPLR BOTHSEX        PRIMAR              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99702,,,,,
455,SE_ALP_CPLR BOTHSEX        PRIMAR              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level","Indonesia DHS 2012. World Inequality Database on Education (WIDE), June 2019. Data extracted on 13 April 2021.",0.94679,,,,,,,,,,
456,SE_ALP_CPLR BOTHSEX        PRIMAR              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.97126,,,,,
457,SE_ALP_CPLR BOTHSEX        UPPSEC              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.85863,,,,,
458,SE_ALP_CPLR BOTHSEX        UPPSEC              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.81192,,,,,
459,SE_ALP_CPLR BOTHSEX        UPPSEC              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.85885,,,,,
460,SE_ALP_CPLR BOTHSEX        UPPSEC              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98433,,,,,
461,SE_ALP_CPLR BOTHSEX        UPPSEC              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.90604,,,,,
462,SE_ALP_CPLR BOTHSEX        UPPSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level","Indonesia DHS 2012. World Inequality Database on Education (WIDE), June 2019. Data extracted on 13 April 2021.",0.53915,,,,,,,,,,
463,SE_ALP_CPLR BOTHSEX        UPPSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.68123,,,,,
464,SE_ALP_CPLR FEMALE        LOWSEC              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.88938,,,,,
465,SE_ALP_CPLR FEMALE        LOWSEC              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99735,,,,,
466,SE_ALP_CPLR FEMALE        LOWSEC              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.96103,,,,,
467,SE_ALP_CPLR FEMALE        LOWSEC              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00689,,,,,
468,SE_ALP_CPLR FEMALE        LOWSEC              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00767,,,,,
469,SE_ALP_CPLR FEMALE        LOWSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.90111,,,,,
470,SE_ALP_CPLR FEMALE        PRIMAR              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98724,,,,,
471,SE_ALP_CPLR FEMALE        PRIMAR              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98948,,,,,
472,SE_ALP_CPLR FEMALE        PRIMAR              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00029,,,,,
473,SE_ALP_CPLR FEMALE        PRIMAR              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98975,,,,,
474,SE_ALP_CPLR FEMALE        PRIMAR              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99267,,,,,
475,SE_ALP_CPLR FEMALE        PRIMAR              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98091,,,,,
476,SE_ALP_CPLR FEMALE        UPPSEC              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.82032,,,,,
477,SE_ALP_CPLR FEMALE        UPPSEC              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.92761,,,,,
478,SE_ALP_CPLR FEMALE        UPPSEC              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.92759,,,,,
479,SE_ALP_CPLR FEMALE        UPPSEC              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98426,,,,,
480,SE_ALP_CPLR FEMALE        UPPSEC              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.94181,,,,,
481,SE_ALP_CPLR FEMALE        UPPSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.70907,,,,,
482,SE_ALP_CPLR MALE        LOWSEC              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.96187,,,,,
483,SE_ALP_CPLR MALE        LOWSEC              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.9448,,,,,
484,SE_ALP_CPLR MALE        LOWSEC              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.96263,,,,,
485,SE_ALP_CPLR MALE        LOWSEC              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00477,,,,,
486,SE_ALP_CPLR MALE        LOWSEC              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99495,,,,,
487,SE_ALP_CPLR MALE        LOWSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.87623,,,,,
488,SE_ALP_CPLR MALE        PRIMAR              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98243,,,,,
489,SE_ALP_CPLR MALE        PRIMAR              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98954,,,,,
490,SE_ALP_CPLR MALE        PRIMAR              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99827,,,,,
491,SE_ALP_CPLR MALE        PRIMAR              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.99508,,,,,
492,SE_ALP_CPLR MALE        PRIMAR              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,1.00196,,,,,
493,SE_ALP_CPLR MALE        PRIMAR              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.96279,,,,,
494,SE_ALP_CPLR MALE        UPPSEC              Q1  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.88253,,,,,
495,SE_ALP_CPLR MALE        UPPSEC              Q2  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.73308,,,,,
496,SE_ALP_CPLR MALE        UPPSEC              Q3  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.79261,,,,,
497,SE_ALP_CPLR MALE        UPPSEC              Q4  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.98528,,,,,
498,SE_ALP_CPLR MALE        UPPSEC              Q5  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.86959,,,,,
499,SE_ALP_CPLR MALE        UPPSEC              _T  ,4.0,4.5,4.5.1,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.65404,,,,,
500,SE_AWP_CPRA BOTHSEX        LOWSEC ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level","Indonesia DHS 2012. World Inequality Database on Education (WIDE), June 2019. Data extracted on 13 April 2021.",0.54457,,,,,,,,,,
501,SE_AWP_CPRA BOTHSEX        LOWSEC ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",Indonesia DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,,,0.68477,,,,,
