,UniqueID,Goal,Target,Indicator,SeriesCode,TimePeriod,Value,UniqueIDNew
931,SH_STA_TRAF BOTHSEX                        ,3.0,3.6,3.6.1,SH_STA_TRAF,2015.0,14.0,SH_STA_TRAFBOTHSEX
933,SH_STA_TRAF BOTHSEX                        ,3.0,3.6,3.6.1,SH_STA_TRAF,2019.0,22.9,SH_STA_TRAFBOTHSEX
935,SH_FPL_MTMM FEMALE                 15-49       ,3.0,3.7,3.7.1,SH_FPL_MTMM,2015.0,66.1,SH_FPL_MTMMFEMALE15-49
936,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,2013.0,91.7,SP_DYN_ADKLFEMALE15-19
937,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,2014.0,84.8,SP_DYN_ADKLFEMALE15-19
938,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,2015.0,81.2,SP_DYN_ADKLFEMALE15-19
939,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,2016.0,78.9,SP_DYN_ADKLFEMALE15-19
940,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,2017.0,78.2,SP_DYN_ADKLFEMALE15-19
941,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,2018.0,77.4,SP_DYN_ADKLFEMALE15-19
943,SH_XPD_EARN10                         ,3.0,3.8,3.8.2,SH_XPD_EARN10,2014.0,1.36,SH_XPD_EARN10
944,SH_ACS_UNHC                         ,3.0,3.8,3.8.1,SH_ACS_UNHC,2015.0,57.0,SH_ACS_UNHC
945,SH_ACS_UNHC                         ,3.0,3.8,3.8.1,SH_ACS_UNHC,2017.0,55.0,SH_ACS_UNHC
950,SH_STA_POISN BOTHSEX                        ,3.0,3.9,3.9.3,SH_STA_POISN,2015.0,1.8,SH_STA_POISNBOTHSEX
953,SH_STA_POISN BOTHSEX                        ,3.0,3.9,3.9.3,SH_STA_POISN,2019.0,1.6,SH_STA_POISNBOTHSEX
956,SH_STA_WASH                         ,3.0,3.9,3.9.2,SH_STA_WASH,2016.0,6.3,SH_STA_WASH
957,SH_AAP_ASMORT                         ,3.0,3.9,3.9.1,SH_AAP_ASMORT,2016.0,32.0,SH_AAP_ASMORT
967,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2012.0,21.1985,DC_TOF_HLTHL
968,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2013.0,27.47315,DC_TOF_HLTHL
969,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2014.0,27.21206,DC_TOF_HLTHL
970,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2015.0,49.51174,DC_TOF_HLTHL
971,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2016.0,22.47684,DC_TOF_HLTHL
972,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2017.0,26.21046,DC_TOF_HLTHL
973,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2018.0,19.27541,DC_TOF_HLTHL
974,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL,2019.0,19.10903,DC_TOF_HLTHL
975,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2012.0,96.0,SH_ACS_DTP3
976,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2013.0,85.0,SH_ACS_DTP3
977,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2014.0,73.0,SH_ACS_DTP3
978,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2015.0,74.0,SH_ACS_DTP3
979,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2016.0,80.0,SH_ACS_DTP3
980,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2017.0,82.0,SH_ACS_DTP3
981,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2018.0,86.0,SH_ACS_DTP3
982,SH_ACS_DTP3                         ,3.0,3.b,3.b.1,SH_ACS_DTP3,2019.0,85.0,SH_ACS_DTP3
1004,SH_MED_DEN               DENT          ,3.0,3.c,3.c.1,SH_MED_DEN,2017.0,0.1,SH_MED_DENDENT
1007,SH_MED_DEN               DENT          ,3.0,3.c,3.c.1,SH_MED_DEN,2018.0,0.104,SH_MED_DENDENT
1027,SH_IHR_CAPS                        IHR09 ,3.0,3.d,3.d.1,SH_IHR_CAPS,2012.0,38.0,SH_IHR_CAPSIHR09
1031,SH_IHR_CAPS                        IHR09 ,3.0,3.d,3.d.1,SH_IHR_CAPS,2013.0,54.0,SH_IHR_CAPSIHR09
1042,SH_IHR_CAPS                        IHR09 ,3.0,3.d,3.d.1,SH_IHR_CAPS,2014.0,60.0,SH_IHR_CAPSIHR09
1062,SH_IHR_CAPS                        IHR09 ,3.0,3.d,3.d.1,SH_IHR_CAPS,2015.0,71.0,SH_IHR_CAPSIHR09
1073,SH_IHR_CAPS                        IHR09 ,3.0,3.d,3.d.1,SH_IHR_CAPS,2016.0,29.0,SH_IHR_CAPSIHR09
1084,SH_IHR_CAPS                        IHR09 ,3.0,3.d,3.d.1,SH_IHR_CAPS,2017.0,35.0,SH_IHR_CAPSIHR09
1144,SE_TOT_PRFL MALE       SKILL_MATH LOWSEC                ,4.0,4.1,4.1.1,SE_TOT_PRFL,2015.0,11.53258,SE_TOT_PRFLMALESKILL_MATHLOWSEC
1162,SE_TOT_CPLR BOTHSEX        LOWSEC ALLAREA             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,2014.0,40.55,SE_TOT_CPLRBOTHSEXLOWSECALLAREAQ3
1371,SE_TOT_CPLR BOTHSEX        LOWSEC ALLAREA             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,2015.0,42.1636,SE_TOT_CPLRBOTHSEXLOWSECALLAREAQ3
1474,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2012.0,75.45387,SE_PRE_PARTNBOTHSEX
1478,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2013.0,75.84728,SE_PRE_PARTNBOTHSEX
1480,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2014.0,77.73075,SE_PRE_PARTNBOTHSEX
1485,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2015.0,80.25983000000002,SE_PRE_PARTNBOTHSEX
1486,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2016.0,78.12357,SE_PRE_PARTNBOTHSEX
1491,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2017.0,81.21461,SE_PRE_PARTNBOTHSEX
1492,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2018.0,85.12711999999998,SE_PRE_PARTNBOTHSEX
1497,SE_PRE_PARTN BOTHSEX                        ,4.0,4.2,4.2.2,SE_PRE_PARTN,2019.0,83.89499,SE_PRE_PARTNBOTHSEX
1499,SE_ADT_EDUCTRN BOTHSEX                        ,4.0,4.3,4.3.1,SE_ADT_EDUCTRN,2012.0,3.09817,SE_ADT_EDUCTRNBOTHSEX
1502,SE_ADT_EDUCTRN BOTHSEX                        ,4.0,4.3,4.3.1,SE_ADT_EDUCTRN,2013.0,3.36377,SE_ADT_EDUCTRNBOTHSEX
1505,SE_ADT_EDUCTRN BOTHSEX                        ,4.0,4.3,4.3.1,SE_ADT_EDUCTRN,2016.0,2.6787400000000003,SE_ADT_EDUCTRNBOTHSEX
1508,SE_ADT_EDUCTRN BOTHSEX                        ,4.0,4.3,4.3.1,SE_ADT_EDUCTRN,2017.0,2.60555,SE_ADT_EDUCTRNBOTHSEX
1698,SE_AGP_CPRA         PRIMAR ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,2014.0,0.97923,SE_AGP_CPRAPRIMARALLAREA_T
1774,SE_AGP_CPRA         PRIMAR ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,2015.0,0.95325,SE_AGP_CPRAPRIMARALLAREA_T
1807,SE_GCEDESD_CUR                         ,4.0,4.7,4.7.1,SE_GCEDESD_CUR,2020.0,,SE_GCEDESD_CUR
1819,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2012.0,1.3,DC_TOF_SCHIPSL
1820,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2013.0,1.3,DC_TOF_SCHIPSL
1821,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2014.0,1.0,DC_TOF_SCHIPSL
1822,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2015.0,1.1,DC_TOF_SCHIPSL
1823,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2016.0,0.6,DC_TOF_SCHIPSL
1824,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2017.0,0.8,DC_TOF_SCHIPSL
1825,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2018.0,0.6,DC_TOF_SCHIPSL
1826,DC_TOF_SCHIPSL                         ,4.0,4.b,4.b.1,DC_TOF_SCHIPSL,2019.0,0.9,DC_TOF_SCHIPSL
1835,VC_VAW_MARR FEMALE                 15+       ,5.0,5.2,5.2.1,VC_VAW_MARR,2018.0,6.3,VC_VAW_MARRFEMALE15+
1838,SP_DYN_MRBF15 FEMALE                 20-24       ,5.0,5.3,5.3.1,SP_DYN_MRBF15,2015.0,6.2,SP_DYN_MRBF15FEMALE20-24
1879,IC_GEN_MGTL FEMALE                        ,5.0,5.5,5.5.2,IC_GEN_MGTL,2012.0,44.85,IC_GEN_MGTLFEMALE
1880,IC_GEN_MGTL FEMALE                        ,5.0,5.5,5.5.2,IC_GEN_MGTL,2013.0,34.98,IC_GEN_MGTLFEMALE
1881,IC_GEN_MGTL FEMALE                        ,5.0,5.5,5.5.2,IC_GEN_MGTL,2014.0,34.54,IC_GEN_MGTLFEMALE
1882,IC_GEN_MGTL FEMALE                        ,5.0,5.5,5.5.2,IC_GEN_MGTL,2015.0,31.83,IC_GEN_MGTLFEMALE
1883,IC_GEN_MGTL FEMALE                        ,5.0,5.5,5.5.2,IC_GEN_MGTL,2016.0,44.64,IC_GEN_MGTLFEMALE
1884,IC_GEN_MGTL FEMALE                        ,5.0,5.5,5.5.2,IC_GEN_MGTL,2017.0,29.72,IC_GEN_MGTLFEMALE
1912,SG_GEN_LOCGELS FEMALE                        ,5.0,5.5,5.5.1,SG_GEN_LOCGELS,2018.0,10.58571,SG_GEN_LOCGELSFEMALE
1913,SG_GEN_LOCGELS FEMALE                        ,5.0,5.5,5.5.1,SG_GEN_LOCGELS,2019.0,11.44079,SG_GEN_LOCGELSFEMALE
1936,SP_GNP_WNOWNS                         ,5.0,5.a,5.a.1,SP_GNP_WNOWNS,2014.0,36.05041,SP_GNP_WNOWNS
1937,SG_LGL_LNDFEMOD                         ,5.0,5.a,5.a.2,SG_LGL_LNDFEMOD,2019.0,,SG_LGL_LNDFEMOD
1938,SG_LGL_LNDFEMOD                         ,5.0,5.a,5.a.2,SG_LGL_LNDFEMOD,2020.0,5.0,SG_LGL_LNDFEMOD
1969,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2012.0,83.0,SH_SAN_HNDWSHURBAN
1972,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2013.0,83.0,SH_SAN_HNDWSHURBAN
1974,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2014.0,83.0,SH_SAN_HNDWSHURBAN
1976,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2015.0,83.0,SH_SAN_HNDWSHURBAN
1979,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2016.0,83.0,SH_SAN_HNDWSHURBAN
1984,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2017.0,83.0,SH_SAN_HNDWSHURBAN
1987,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2018.0,83.0,SH_SAN_HNDWSHURBAN
1990,SH_SAN_HNDWSH          URBAN               ,6.0,6.2,6.2.1,SH_SAN_HNDWSH,2019.0,83.0,SH_SAN_HNDWSHURBAN
2020,ER_H2O_STRESS              A           ,6.0,6.4,6.4.2,ER_H2O_STRESS,2014.0,5.7,ER_H2O_STRESSA
2027,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST,2012.0,23.94,ER_H2O_WUEYSTINDUSTRIES
2030,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST,2013.0,24.37,ER_H2O_WUEYSTINDUSTRIES
2035,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST,2014.0,25.4,ER_H2O_WUEYSTINDUSTRIES
2038,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST,2015.0,25.53,ER_H2O_WUEYSTINDUSTRIES
2043,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST,2016.0,25.7,ER_H2O_WUEYSTINDUSTRIES
2046,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST,2017.0,25.67,ER_H2O_WUEYSTINDUSTRIES
2051,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST,2018.0,25.78,ER_H2O_WUEYSTINDUSTRIES
2053,EG_TBA_H2CO                         ,6.0,6.5,6.5.2,EG_TBA_H2CO,2017.0,,EG_TBA_H2CO
2054,EG_TBA_H2CO                         ,6.0,6.5,6.5.2,EG_TBA_H2CO,2020.0,,EG_TBA_H2CO
2059,ER_H2O_IWRMD                 _T        ,6.0,6.5,6.5.1,ER_H2O_IWRMD,2017.0,24.89647,ER_H2O_IWRMD_T
2060,ER_H2O_IWRMD                 _T        ,6.0,6.5,6.5.1,ER_H2O_IWRMD,2020.0,21.0,ER_H2O_IWRMD_T
2154,EN_LKW_QLTRB  EXTREME                       ,6.0,6.6,6.6.1,EN_LKW_QLTRB,2017.0,15.70583,EN_LKW_QLTRBEXTREME
2161,EN_LKW_QLTRB  EXTREME                       ,6.0,6.6,6.6.1,EN_LKW_QLTRB,2018.0,13.5225,EN_LKW_QLTRBEXTREME
2164,EN_LKW_QLTRB  EXTREME                       ,6.0,6.6,6.6.1,EN_LKW_QLTRB,2019.0,11.83455,EN_LKW_QLTRBEXTREME
2192,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2012.0,4.80599,DC_TOF_WASHL
2193,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2013.0,4.86316,DC_TOF_WASHL
2194,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2014.0,1.85398,DC_TOF_WASHL
2195,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2015.0,2.56611,DC_TOF_WASHL
2196,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2016.0,3.86782,DC_TOF_WASHL
2197,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2017.0,15.23737,DC_TOF_WASHL
2198,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2018.0,24.11358,DC_TOF_WASHL
2199,DC_TOF_WASHL                         ,6.0,6.a,6.a.1,DC_TOF_WASHL,2019.0,19.51731,DC_TOF_WASHL
2201,ER_H2O_PRDU          RURAL               ,6.0,6.b,6.b.1,ER_H2O_PRDU,2017.0,0.0,ER_H2O_PRDURURAL
2204,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2012.0,39.0,EG_EGY_CLEAN
2205,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2013.0,40.0,EG_EGY_CLEAN
2206,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2014.0,42.0,EG_EGY_CLEAN
2207,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2015.0,43.0,EG_EGY_CLEAN
2208,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2016.0,44.0,EG_EGY_CLEAN
2209,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2017.0,46.0,EG_EGY_CLEAN
2210,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2018.0,48.0,EG_EGY_CLEAN
2211,EG_EGY_CLEAN                         ,7.0,7.1,7.1.2,EG_EGY_CLEAN,2019.0,49.0,EG_EGY_CLEAN
2212,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2012.0,87.0,EG_ACS_ELECALLAREA
2215,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2013.0,88.0,EG_ACS_ELECALLAREA
2218,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2014.0,85.0,EG_ACS_ELECALLAREA
2222,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2015.0,90.0,EG_ACS_ELECALLAREA
2224,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2016.0,92.0,EG_ACS_ELECALLAREA
2227,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2017.0,93.0,EG_ACS_ELECALLAREA
2230,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2018.0,94.0,EG_ACS_ELECALLAREA
2235,EG_ACS_ELEC          ALLAREA               ,7.0,7.1,7.1.1,EG_ACS_ELEC,2019.0,96.0,EG_ACS_ELECALLAREA
2236,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,2012.0,67.4418,EG_FEC_RNEW
2237,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,2013.0,67.28,EG_FEC_RNEW
2238,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,2014.0,66.3634,EG_FEC_RNEW
2239,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,2015.0,63.3911,EG_FEC_RNEW
2240,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,2016.0,63.3282,EG_FEC_RNEW
2241,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,2017.0,65.071,EG_FEC_RNEW
2242,EG_FEC_RNEW                         ,7.0,7.2,7.2.1,EG_FEC_RNEW,2018.0,64.0977,EG_FEC_RNEW
2243,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,2012.0,4.13,EG_EGY_PRIM
2244,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,2013.0,4.09,EG_EGY_PRIM
2245,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,2014.0,4.08,EG_EGY_PRIM
2246,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,2015.0,4.16,EG_EGY_PRIM
2247,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,2016.0,4.37,EG_EGY_PRIM
2248,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,2017.0,4.24,EG_EGY_PRIM
2249,EG_EGY_PRIM                         ,7.0,7.3,7.3.1,EG_EGY_PRIM,2018.0,4.25,EG_EGY_PRIM
2250,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,2012.0,57.33,EG_IFF_RANDN
2251,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,2013.0,0.53,EG_IFF_RANDN
2252,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,2014.0,24.08,EG_IFF_RANDN
2253,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,2015.0,0.02,EG_IFF_RANDN
2254,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,2016.0,14.26,EG_IFF_RANDN
2255,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,2017.0,0.85,EG_IFF_RANDN
2256,EG_IFF_RANDN                         ,7.0,7.a,7.a.1,EG_IFF_RANDN,2018.0,11.72,EG_IFF_RANDN
2257,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2012.0,99.191,EG_EGY_RNEW
2258,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2013.0,105.571,EG_EGY_RNEW
2259,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2014.0,111.457,EG_EGY_RNEW
2260,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2015.0,134.028,EG_EGY_RNEW
2261,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2016.0,160.833,EG_EGY_RNEW
2262,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2017.0,162.749,EG_EGY_RNEW
2263,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2018.0,172.89700000000005,EG_EGY_RNEW
2264,EG_EGY_RNEW                         ,7.0,7.b,7.b.1,EG_EGY_RNEW,2019.0,163.262,EG_EGY_RNEW
2265,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2012.0,0.8,NY_GDP_PCAP
2266,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2013.0,1.54,NY_GDP_PCAP
2267,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2014.0,2.3,NY_GDP_PCAP
2268,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2015.0,1.98,NY_GDP_PCAP
2269,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2016.0,0.63,NY_GDP_PCAP
2270,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2017.0,1.0,NY_GDP_PCAP
2271,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2018.0,1.22,NY_GDP_PCAP
2272,NY_GDP_PCAP                         ,8.0,8.1,8.1.1,NY_GDP_PCAP,2019.0,1.88,NY_GDP_PCAP
2273,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2012.0,30.8212654936383,FB_ATM_TOTLA15+
2274,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2013.0,33.1678660783623,FB_ATM_TOTLA15+
2275,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2014.0,35.2575628610679,FB_ATM_TOTLA15+
2276,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2015.0,36.0730373739232,FB_ATM_TOTLA15+
2277,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2016.0,37.5507411263298,FB_ATM_TOTLA15+
2278,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2017.0,37.9092616317119,FB_ATM_TOTLA15+
2279,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2018.0,36.8358731394175,FB_ATM_TOTLA15+
2280,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL,2019.0,36.9331162753936,FB_ATM_TOTLA15+
2282,FB_BNK_ACCSS BOTHSEX                 15+       ,8.0,8.10,8.10.2,FB_BNK_ACCSS,2014.0,41.35,FB_BNK_ACCSSBOTHSEX15+
2284,FB_BNK_ACCSS BOTHSEX                 15+       ,8.0,8.10,8.10.2,FB_BNK_ACCSS,2017.0,44.11,FB_BNK_ACCSSBOTHSEX15+
2295,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2012.0,-7.8,SL_EMP_PCAP
2296,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2013.0,8.8,SL_EMP_PCAP
2297,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2014.0,0.1,SL_EMP_PCAP
2298,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2015.0,1.3,SL_EMP_PCAP
2299,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2016.0,-1.0,SL_EMP_PCAP
2300,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2017.0,-0.5,SL_EMP_PCAP
2301,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2018.0,-0.1,SL_EMP_PCAP
2302,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,2019.0,0.6,SL_EMP_PCAP
2308,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2012.0,70.6,SL_ISV_IFEMMALENONAGR
2313,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2013.0,69.4,SL_ISV_IFEMMALENONAGR
2324,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2014.0,64.5,SL_ISV_IFEMMALENONAGR
2333,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2015.0,68.0,SL_ISV_IFEMMALENONAGR
2344,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2016.0,67.6,SL_ISV_IFEMMALENONAGR
2351,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2017.0,68.5,SL_ISV_IFEMMALENONAGR
2363,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2018.0,67.7,SL_ISV_IFEMMALENONAGR
2368,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,2019.0,68.6,SL_ISV_IFEMMALENONAGR
