,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Substance use disorders],[Tariff regime (status)],[Severity of price levels],[Sex],[Deviation Level],[Mountain Elevation],[Parliamentary committees],[Mode of transportation],[Fiscal intervention stage],[Type of support],[Type of speed],[Policy instruments],[Policy Domains],[Counterpart],[Type of skill],[Education level],[Type of waste treatment],[Location],[Food Waste Sector],[Name of international agreement],[Reporting Type],[Freq],[Type of product],[Cause of death],[Report Ordinal],[Type of facilities],[Government_Name],[Observation Status],[Type of occupation],[Type of mobile technology],[Name of non-communicable disease],[Grounds of discrimination],[Units],[Level/Status],[Age],[Disability status],[Frequency of Chlorophyll-a concentration],[Activity],[Nature],[Sampling Stations],[Cities],[Level of requirement],[Quantile],[IHR Capacity],[Hazard type],[Migratory status],[Name of international institution]
245,1.0,1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),320.0,Guatemala,2018.0,134.0,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
246,1.0,1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),320.0,Guatemala,2019.0,1187.0,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
247,1.0,1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),320.0,Guatemala,2020.0,137243.0,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
248,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2012.0,38037.0,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
249,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2013.0,1299.0,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
250,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2014.0,19227.0,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
251,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2015.0,14917.0,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
252,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2016.0,1560.0,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
253,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2017.0,36746.0,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
254,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2018.0,21661.0,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
255,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2019.0,4573.0,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
256,1.0,1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),320.0,Guatemala,2020.0,472640.0,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
257,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2012.0,20083.0,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
258,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2013.0,875.0,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
259,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2014.0,11184.0,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
260,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2015.0,1926.0,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
261,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2016.0,748.0,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
262,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2017.0,12243.0,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
263,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2018.0,927.0,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
264,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2019.0,4573.0,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
265,1.0,1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),320.0,Guatemala,2020.0,136551.0,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
266,1.0,1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",320.0,Guatemala,2016.0,42639.0,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
267,1.0,1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",320.0,Guatemala,2017.0,44365.0,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
268,1.0,1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",320.0,Guatemala,2020.0,67572.0,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
269,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2012.0,0.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
270,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2013.0,0.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
271,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2014.0,0.0,2014,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
272,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2015.0,0.225,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
273,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2016.0,0.4,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
274,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2017.0,0.8,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
275,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2018.0,0.9,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
276,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2020.0,0.375,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
277,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2015.0,0.04412,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
278,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2016.0,0.29412,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
279,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2017.0,0.014709999999999999,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
280,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2018.0,0.26765,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
281,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2019.0,0.48823999999999995,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
282,1.0,1.5,1.5.4,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2020.0,0.75588,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
283,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2012.0,0.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
284,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2013.0,0.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
285,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2014.0,0.0,2014,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
286,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2015.0,15.0,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
287,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2016.0,100.0,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
288,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2017.0,5.0,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
289,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2018.0,91.0,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
290,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2019.0,166.0,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
291,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2020.0,257.0,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
292,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2012.0,0.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
293,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2013.0,0.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
294,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2014.0,0.0,2014,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
295,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2015.0,340.0,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
296,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2016.0,340.0,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
297,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2017.0,340.0,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
298,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2018.0,340.0,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
299,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2019.0,340.0,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
300,1.0,1.5,1.5.4,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2020.0,340.0,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
301,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),320.0,Guatemala,2012.0,0.004905,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
302,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),320.0,Guatemala,2013.0,0.000125,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
303,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),320.0,Guatemala,2014.0,0.002055,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
304,1.0,1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),320.0,Guatemala,2015.0,0.001428,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
